id,category,vec
5638,5,"[ 35.  16.  13. ...,   0.   0.   0.]"
5639,1,"[ 61.  33.  24. ...,   0.   0.   0.]"
5640,4,"[ 28.   7.   7. ...,   0.   0.   0.]"
5641,1,"[ 38.  14.  14. ...,   0.   0.   0.]"
5642,2,"[ 40.  10.  10. ...,   0.   0.   0.]"
5643,4,"[ 19.   7.   5. ...,   0.   0.   0.]"
5644,5,"[ 10.   4.   3. ...,   0.   0.   0.]"
5645,8,"[ 13.   4.   4. ...,   0.   0.   0.]"
5646,9,"[ 38.  27.  11. ...,   0.   0.   0.]"
5647,3,"[ 12.   5.   6. ...,   0.   0.   0.]"
5648,5,"[ 32.  21.   8. ...,   0.   0.   0.]"
5649,4,"[ 7.  3.  2. ...,  0.  0.  0.]"
5650,5,"[ 47.  19.  15. ...,   0.   0.   0.]"
5651,9,"[ 37.   3.  10. ...,   0.   0.   0.]"
5652,8,"[ 37.  30.  10. ...,   0.   0.   0.]"
5653,4,"[ 37.  11.   9. ...,   0.   0.   0.]"
5654,9,"[ 2.  1.  1. ...,  0.  0.  0.]"
5655,8,"[ 33.  17.  11. ...,   0.   0.   0.]"
5656,5,"[ 8.  1.  3. ...,  0.  0.  0.]"
5657,8,"[ 46.   7.   6. ...,   0.   0.   0.]"
5658,7,"[ 32.  14.   8. ...,   0.   0.   0.]"
5659,9,"[ 30.   6.   9. ...,   0.   0.   0.]"
5660,8,"[ 29.   4.   7. ...,   0.   0.   0.]"
5661,2,"[ 34.  17.   8. ...,   0.   0.   0.]"
5662,1,"[ 44.   9.  12. ...,   0.   0.   0.]"
5663,1,"[ 26.   5.  12. ...,   0.   0.   0.]"
5664,3,"[ 22.   9.   5. ...,   0.   0.   0.]"
5665,7,"[ 25.   2.   7. ...,   0.   0.   0.]"
5666,2,"[ 18.   8.   5. ...,   0.   0.   0.]"
5667,6,"[ 2.  3.  1. ...,  0.  0.  0.]"
5668,3,"[ 34.   1.   8. ...,   0.   0.   0.]"
5669,4,"[ 53.  18.  13. ...,   0.   0.   0.]"
5670,9,"[ 39.  39.  13. ...,   0.   0.   0.]"
5671,3,"[ 27.   8.  10. ...,   0.   0.   0.]"
5672,4,"[ 51.  11.  12. ...,   0.   0.   0.]"
5673,8,"[ 25.  21.   7. ...,   0.   0.   0.]"
5674,3,"[ 28.  10.   9. ...,   0.   0.   0.]"
5675,2,"[ 19.   4.   7. ...,   0.   0.   0.]"
5676,1,"[ 30.  10.   9. ...,   0.   0.   0.]"
5677,10,"[ 39.  21.  11. ...,   0.   0.   0.]"
5678,9,"[ 38.  29.  19. ...,   0.   0.   0.]"
5679,9,"[ 34.  12.   7. ...,   0.   0.   0.]"
5680,1,"[ 42.  11.  13. ...,   0.   0.   0.]"
5681,4,"[ 38.   8.  12. ...,   0.   0.   0.]"
5682,5,"[ 1.  1.  1. ...,  0.  0.  0.]"
5683,3,"[ 22.   2.   6. ...,   0.   0.   0.]"
5684,5,"[ 17.   5.   7. ...,   0.   0.   0.]"
5685,2,"[ 30.   8.   5. ...,   0.   0.   0.]"
5686,7,"[ 30.   7.   7. ...,   0.   0.   0.]"
5687,2,"[ 36.   8.   8. ...,   0.   0.   0.]"
5688,7,"[ 32.  13.  14. ...,   0.   0.   0.]"
5689,2,"[ 22.  11.   8. ...,   0.   0.   0.]"
5690,2,"[ 11.   4.   4. ...,   0.   0.   0.]"
5691,5,"[ 26.  22.  11. ...,   0.   0.   0.]"
5692,7,"[ 27.   3.   8. ...,   0.   0.   0.]"
5693,2,"[ 32.  22.  12. ...,   0.   0.   0.]"
5694,6,"[ 37.  20.  10. ...,   0.   0.   0.]"
5695,4,"[ 30.   9.   8. ...,   0.   0.   0.]"
5696,9,"[ 74.  28.  23. ...,   0.   0.   0.]"
5697,10,"[ 3.  1.  0. ...,  0.  0.  0.]"
5698,4,"[ 27.   4.   6. ...,   0.   0.   0.]"
5699,2,"[ 37.   9.  11. ...,   0.   0.   0.]"
5700,5,"[ 30.   7.   8. ...,   0.   0.   0.]"
5701,10,"[ 39.  15.   9. ...,   0.   0.   0.]"
5702,1,"[ 34.   9.  12. ...,   0.   0.   0.]"
5703,5,"[ 4.  1.  1. ...,  0.  0.  0.]"
5704,8,"[ 43.   4.   8. ...,   0.   0.   0.]"
5705,7,"[ 27.  21.  17. ...,   0.   0.   0.]"
5706,10,"[ 7.  4.  2. ...,  0.  0.  0.]"
5707,2,"[ 32.  21.   7. ...,   0.   0.   0.]"
5708,3,"[ 5.  2.  1. ...,  0.  0.  0.]"
5709,8,"[ 31.   5.  11. ...,   0.   0.   0.]"
5710,9,"[ 38.  11.   8. ...,   0.   0.   0.]"
5711,4,"[ 42.   5.   7. ...,   0.   0.   0.]"
5712,8,"[ 17.   6.  10. ...,   0.   0.   0.]"
5713,4,"[ 30.   6.   8. ...,   0.   0.   0.]"
5714,6,"[ 31.  18.  13. ...,   0.   0.   0.]"
5715,7,"[ 15.   5.   8. ...,   0.   0.   0.]"
5716,1,"[ 34.  21.  14. ...,   0.   0.   0.]"
5717,1,"[ 41.  12.   9. ...,   0.   0.   0.]"
5718,1,"[ 24.   6.   9. ...,   0.   0.   0.]"
5719,4,"[ 8.  1.  2. ...,  0.  0.  0.]"
5720,2,"[ 43.   9.  14. ...,   0.   0.   0.]"
5721,4,"[ 37.   6.  15. ...,   0.   0.   0.]"
5722,1,"[ 47.  15.  18. ...,   0.   0.   0.]"
5723,6,"[ 14.   3.   5. ...,   0.   0.   0.]"
5724,3,"[ 43.  30.  13. ...,   0.   0.   0.]"
5725,8,"[ 35.   7.   8. ...,   0.   0.   0.]"
5726,5,"[ 28.  11.  11. ...,   0.   0.   0.]"
5727,3,"[ 30.   9.   8. ...,   0.   0.   0.]"
5728,3,"[ 4.  1.  1. ...,  0.  0.  0.]"
5729,7,"[ 26.  13.  10. ...,   0.   0.   0.]"
5730,3,"[ 22.   2.   8. ...,   0.   0.   0.]"
5731,10,"[ 5.  0.  2. ...,  0.  0.  0.]"
5732,10,"[ 39.  21.  23. ...,   0.   0.   0.]"
5733,9,"[ 31.  18.   9. ...,   0.   0.   0.]"
5734,5,"[ 23.  17.   7. ...,   0.   0.   0.]"
5735,5,"[ 22.  13.  13. ...,   0.   0.   0.]"
5736,2,"[ 49.  21.  12. ...,   0.   0.   0.]"
5737,6,"[ 3.  3.  4. ...,  0.  0.  0.]"
5738,9,"[ 24.  12.   9. ...,   0.   0.   0.]"
5739,6,"[ 24.  12.   8. ...,   0.   0.   0.]"
5740,1,"[ 44.  19.  13. ...,   0.   0.   0.]"
5741,1,"[ 47.  16.  17. ...,   0.   0.   0.]"
5742,2,"[ 37.   9.  14. ...,   0.   0.   0.]"
5743,9,"[ 24.  10.   1. ...,   0.   0.   0.]"
5744,8,"[ 27.   6.   6. ...,   0.   0.   0.]"
5745,5,"[ 17.   7.   9. ...,   0.   0.   0.]"
5746,8,"[ 28.  15.   8. ...,   0.   0.   0.]"
5747,10,"[ 2.  3.  0. ...,  0.  0.  0.]"
5748,3,"[ 13.   1.   4. ...,   0.   0.   0.]"
5749,4,"[ 23.   4.   6. ...,   0.   0.   0.]"
5750,9,"[ 36.   3.   7. ...,   0.   0.   0.]"
5751,7,"[ 34.   4.  11. ...,   0.   0.   0.]"
5752,8,"[ 28.  12.   7. ...,   0.   0.   0.]"
5753,9,"[ 38.   8.   7. ...,   0.   0.   0.]"
5754,3,"[ 19.   5.   5. ...,   0.   0.   0.]"
5755,9,"[ 1.  0.  0. ...,  0.  0.  0.]"
5756,1,"[ 24.  15.   4. ...,   0.   0.   0.]"
5757,1,"[ 38.  20.  13. ...,   0.   0.   0.]"
5758,3,"[ 30.   7.   8. ...,   0.   0.   0.]"
5759,6,"[ 12.   8.  12. ...,   0.   0.   0.]"
5760,3,"[ 48.  11.  12. ...,   0.   0.   0.]"
5761,10,"[ 2.  2.  1. ...,  0.  0.  0.]"
5762,6,"[ 37.  16.  21. ...,   0.   0.   0.]"
5763,7,"[ 40.   9.  10. ...,   0.   0.   0.]"
5764,8,"[ 31.   5.   6. ...,   0.   0.   0.]"
5765,9,"[ 38.   4.  10. ...,   0.   0.   0.]"
5766,8,"[ 26.   7.  10. ...,   0.   0.   0.]"
5767,4,"[ 17.   8.   5. ...,   0.   0.   0.]"
5768,4,"[ 43.   6.  12. ...,   0.   0.   0.]"
5769,6,"[ 22.  14.  14. ...,   0.   0.   0.]"
5770,9,"[ 33.  25.   8. ...,   0.   0.   0.]"
5771,8,"[ 9.  5.  2. ...,  0.  0.  0.]"
5772,4,"[ 30.   8.   7. ...,   0.   0.   0.]"
5773,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
5774,4,"[ 11.   4.   2. ...,   0.   0.   0.]"
5775,7,"[ 20.  11.   8. ...,   0.   0.   0.]"
5776,2,"[ 18.   3.   4. ...,   0.   0.   0.]"
5777,9,"[ 49.   8.  15. ...,   0.   0.   0.]"
5778,8,"[ 38.  16.   8. ...,   0.   0.   0.]"
5779,9,"[ 44.  11.  11. ...,   0.   0.   0.]"
5780,5,"[ 31.  13.   9. ...,   0.   0.   0.]"
5781,9,"[ 80.  27.  18. ...,   0.   0.   0.]"
5782,1,"[ 22.   9.   8. ...,   0.   0.   0.]"
5783,1,"[ 41.  11.   9. ...,   0.   0.   0.]"
5784,2,"[ 42.  15.  15. ...,   0.   0.   0.]"
5785,1,"[ 18.   7.   4. ...,   0.   0.   0.]"
5786,5,"[ 0.  0.  0. ...,  0.  0.  0.]"
5787,2,"[ 47.  36.  27. ...,   0.   0.   0.]"
5788,6,"[ 10.   3.   2. ...,   0.   0.   0.]"
5789,6,"[ 28.  18.  18. ...,   0.   0.   0.]"
5790,3,"[ 44.  10.  16. ...,   0.   0.   0.]"
5791,8,"[ 32.  10.   8. ...,   0.   0.   0.]"
5792,4,"[ 40.   6.   7. ...,   0.   0.   0.]"
5793,1,"[ 36.   9.   6. ...,   0.   0.   0.]"
5794,10,"[ 1.  3.  0. ...,  0.  0.  0.]"
5795,10,"[ 39.  17.  14. ...,   0.   0.   0.]"
5796,2,"[ 42.  10.   9. ...,   0.   0.   0.]"
5797,1,"[ 11.   4.   3. ...,   0.   0.   0.]"
5798,2,"[ 41.  11.  11. ...,   0.   0.   0.]"
5799,8,"[ 29.  12.   8. ...,   0.   0.   0.]"
5800,4,"[ 35.   6.   8. ...,   0.   0.   0.]"
5801,3,"[ 28.  11.   8. ...,   0.   0.   0.]"
5802,4,"[ 66.  22.  14. ...,   0.   0.   0.]"
5803,7,"[ 27.   8.  10. ...,   0.   0.   0.]"
5804,8,"[ 27.  20.   4. ...,   0.   0.   0.]"
5805,1,"[ 28.  19.  11. ...,   0.   0.   0.]"
5806,8,"[ 29.  17.  10. ...,   0.   0.   0.]"
5807,6,"[ 14.  10.   7. ...,   0.   0.   0.]"
5808,6,"[ 66.  59.  39. ...,   0.   0.   0.]"
5809,4,"[ 26.   9.   4. ...,   0.   0.   0.]"
5810,4,"[ 51.  14.  11. ...,   0.   0.   0.]"
5811,2,"[ 26.  19.  17. ...,   0.   0.   0.]"
5812,7,"[ 38.   6.   7. ...,   0.   0.   0.]"
5813,1,"[ 36.  15.  11. ...,   0.   0.   0.]"
5814,3,"[ 31.   6.   7. ...,   0.   0.   0.]"
5815,2,"[ 44.  12.   8. ...,   0.   0.   0.]"
5816,2,"[ 48.  31.  15. ...,   0.   0.   0.]"
5817,3,"[ 24.   4.   8. ...,   0.   0.   0.]"
5818,9,"[ 43.  12.  14. ...,   0.   0.   0.]"
5819,10,"[ 81.  31.  28. ...,   0.   0.   0.]"
5820,5,"[ 25.   3.   9. ...,   0.   0.   0.]"
5821,8,"[ 43.   6.   9. ...,   0.   0.   0.]"
5822,8,"[ 22.   6.   6. ...,   0.   0.   0.]"
5823,8,"[ 40.   3.   8. ...,   0.   0.   0.]"
5824,1,"[ 14.   4.  13. ...,   0.   0.   0.]"
5825,3,"[ 40.  11.   7. ...,   0.   0.   0.]"
5826,2,"[ 39.   2.  11. ...,   0.   0.   0.]"
5827,9,"[ 24.  10.  11. ...,   0.   0.   0.]"
5828,4,"[ 31.   7.  10. ...,   0.   0.   0.]"
5829,2,"[ 9.  1.  4. ...,  0.  0.  0.]"
5830,5,"[ 15.  10.   6. ...,   0.   0.   0.]"
5831,10,"[ 103.   57.   34. ...,    0.    0.    0.]"
5832,10,"[ 42.  23.   8. ...,   0.   0.   0.]"
5833,6,"[ 0.  0.  0. ...,  0.  0.  0.]"
5834,5,"[ 8.  8.  6. ...,  0.  0.  0.]"
5835,6,"[ 19.  14.  12. ...,   0.   0.   0.]"
5836,2,"[ 44.  40.  31. ...,   0.   0.   0.]"
5837,10,"[ 2.  2.  1. ...,  0.  0.  0.]"
5838,1,"[ 32.  15.   7. ...,   0.   0.   0.]"
5839,3,"[ 39.  17.  13. ...,   0.   0.   0.]"
5840,2,"[ 25.   8.   8. ...,   0.   0.   0.]"
5841,4,"[ 33.   6.  12. ...,   0.   0.   0.]"
5842,5,"[ 34.   7.   9. ...,   0.   0.   0.]"
5843,4,"[ 13.   4.   4. ...,   0.   0.   0.]"
5844,8,"[ 46.  13.   7. ...,   0.   0.   0.]"
5845,3,"[ 44.  18.   9. ...,   0.   0.   0.]"
5846,9,"[ 46.  20.  12. ...,   0.   0.   0.]"
5847,2,"[ 32.   9.   9. ...,   0.   0.   0.]"
5848,3,"[ 0.  0.  0. ...,  0.  0.  0.]"
5849,6,"[ 25.  21.  29. ...,   0.   0.   0.]"
5850,2,"[ 37.   9.  12. ...,   0.   0.   0.]"
5851,4,"[ 34.   6.   8. ...,   0.   0.   0.]"
5852,9,"[ 25.  23.  11. ...,   0.   0.   0.]"
5853,1,"[ 37.  14.   4. ...,   0.   0.   0.]"
5854,2,"[ 38.  10.  11. ...,   0.   0.   0.]"
5855,5,"[ 17.   9.   4. ...,   0.   0.   0.]"
5856,1,"[ 24.  17.  13. ...,   0.   0.   0.]"
5857,10,"[ 61.  52.  14. ...,   0.   0.   0.]"
5858,5,"[ 8.  6.  5. ...,  0.  0.  0.]"
5859,9,"[ 75.  56.  19. ...,   0.   0.   0.]"
5860,7,"[ 46.  16.  11. ...,   0.   0.   0.]"
5861,4,"[ 23.   9.   7. ...,   0.   0.   0.]"
5862,8,"[ 39.   7.   4. ...,   0.   0.   0.]"
5863,6,"[ 24.  12.  16. ...,   0.   0.   0.]"
5864,4,"[ 37.  13.  13. ...,   0.   0.   0.]"
5865,9,"[ 8.  0.  3. ...,  0.  0.  0.]"
5866,8,"[ 7.  3.  2. ...,  0.  0.  0.]"
5867,4,"[ 19.  17.   8. ...,   0.   0.   0.]"
5868,9,"[ 48.  20.  18. ...,   0.   0.   0.]"
5869,3,"[ 24.  14.  11. ...,   0.   0.   0.]"
5870,6,"[ 21.   9.  10. ...,   0.   0.   0.]"
5871,5,"[ 39.  15.   7. ...,   0.   0.   0.]"
5872,3,"[ 37.  15.   8. ...,   0.   0.   0.]"
5873,4,"[ 35.   6.   8. ...,   0.   0.   0.]"
5874,5,"[ 14.   3.   4. ...,   0.   0.   0.]"
5875,1,"[ 21.   2.   6. ...,   0.   0.   0.]"
5876,8,"[ 40.  28.  22. ...,   0.   0.   0.]"
5877,4,"[ 36.   7.  12. ...,   0.   0.   0.]"
5878,1,"[ 5.  4.  5. ...,  0.  0.  0.]"
5879,2,"[ 38.  12.  14. ...,   0.   0.   0.]"
5880,6,"[ 17.  17.   8. ...,   0.   0.   0.]"
5881,1,"[ 24.   4.   9. ...,   0.   0.   0.]"
5882,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
5883,10,"[ 36.   6.   8. ...,   0.   0.   0.]"
5884,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
5885,3,"[ 13.   3.   3. ...,   0.   0.   0.]"
5886,3,"[ 40.  15.   7. ...,   0.   0.   0.]"
5887,4,"[ 34.   6.  15. ...,   0.   0.   0.]"
5888,6,"[ 18.   7.   8. ...,   0.   0.   0.]"
5889,6,"[ 28.  17.  16. ...,   0.   0.   0.]"
5890,6,"[ 29.  15.  15. ...,   0.   0.   0.]"
5891,6,"[ 15.   9.  11. ...,   0.   0.   0.]"
5892,4,"[ 19.   1.   6. ...,   0.   0.   0.]"
5893,1,"[ 9.  5.  5. ...,  0.  0.  0.]"
5894,8,"[ 34.  18.  12. ...,   0.   0.   0.]"
5895,7,"[ 23.   7.   5. ...,   0.   0.   0.]"
5896,3,"[ 57.   5.  13. ...,   0.   0.   0.]"
5897,6,"[ 28.  16.  18. ...,   0.   0.   0.]"
5898,4,"[ 41.   9.  10. ...,   0.   0.   0.]"
5899,1,"[ 39.  13.  13. ...,   0.   0.   0.]"
5900,6,"[ 23.  22.  16. ...,   0.   0.   0.]"
5901,10,"[ 4.  0.  2. ...,  0.  0.  0.]"
5902,9,"[ 33.  23.  18. ...,   0.   0.   0.]"
5903,5,"[ 2.  0.  2. ...,  0.  0.  0.]"
5904,2,"[ 39.  11.   6. ...,   0.   0.   0.]"
5905,2,"[ 24.   4.   8. ...,   0.   0.   0.]"
5906,4,"[ 25.   5.   5. ...,   0.   0.   0.]"
5907,3,"[ 35.  10.  10. ...,   0.   0.   0.]"
5908,5,"[ 10.   3.   4. ...,   0.   0.   0.]"
5909,9,"[ 28.  15.   9. ...,   0.   0.   0.]"
5910,7,"[ 14.   4.   4. ...,   0.   0.   0.]"
5911,7,"[ 26.  14.  11. ...,   0.   0.   0.]"
5912,8,"[ 24.   8.   7. ...,   0.   0.   0.]"
5913,1,"[ 36.  10.  10. ...,   0.   0.   0.]"
5914,8,"[ 31.  24.   9. ...,   0.   0.   0.]"
5915,10,"[ 4.  1.  0. ...,  0.  0.  0.]"
5916,6,"[ 0.  0.  0. ...,  0.  0.  0.]"
5917,8,"[ 27.   4.  11. ...,   0.   0.   0.]"
5918,8,"[ 5.  0.  3. ...,  0.  0.  0.]"
5919,1,"[ 37.   4.   8. ...,   0.   0.   0.]"
5920,7,"[ 21.   8.   9. ...,   0.   0.   0.]"
5921,6,"[ 48.  53.  35. ...,   0.   0.   0.]"
5922,3,"[ 31.  13.   9. ...,   0.   0.   0.]"
5923,2,"[ 9.  4.  3. ...,  0.  0.  0.]"
5924,9,"[ 32.   4.   8. ...,   0.   0.   0.]"
5925,2,"[ 44.  18.  19. ...,   0.   0.   0.]"
5926,2,"[ 30.   4.   8. ...,   0.   0.   0.]"
5927,4,"[ 43.  18.  13. ...,   0.   0.   0.]"
5928,4,"[ 45.  10.  11. ...,   0.   0.   0.]"
5929,4,"[ 37.  11.  11. ...,   0.   0.   0.]"
5930,5,"[ 45.  22.  10. ...,   0.   0.   0.]"
5931,6,"[ 26.  11.   8. ...,   0.   0.   0.]"
5932,3,"[ 37.   0.   9. ...,   0.   0.   0.]"
5933,6,"[ 24.  16.  18. ...,   0.   0.   0.]"
5934,5,"[ 28.   9.   7. ...,   0.   0.   0.]"
5935,5,"[ 38.  17.  20. ...,   0.   0.   0.]"
5936,10,"[ 53.  15.   5. ...,   0.   0.   0.]"
5937,5,"[ 29.  13.  11. ...,   0.   0.   0.]"
5938,5,"[ 18.   9.   6. ...,   0.   0.   0.]"
5939,2,"[ 29.  20.  17. ...,   0.   0.   0.]"
5940,2,"[ 21.  22.  14. ...,   0.   0.   0.]"
5941,4,"[ 41.   3.  11. ...,   0.   0.   0.]"
5942,6,"[ 13.   3.   5. ...,   0.   0.   0.]"
5943,5,"[ 39.  15.  17. ...,   0.   0.   0.]"
5944,9,"[ 43.  21.   7. ...,   0.   0.   0.]"
5945,10,"[ 39.  17.  14. ...,   0.   0.   0.]"
5946,7,"[ 38.   9.  10. ...,   0.   0.   0.]"
5947,7,"[ 26.   3.   5. ...,   0.   0.   0.]"
5948,2,"[ 55.  41.  40. ...,   0.   0.   0.]"
5949,3,"[ 33.  11.   8. ...,   0.   0.   0.]"
5950,9,"[ 43.   3.   7. ...,   0.   0.   0.]"
5951,4,"[ 29.   6.   9. ...,   0.   0.   0.]"
5952,10,"[ 3.  1.  5. ...,  0.  0.  0.]"
5953,6,"[ 10.   9.   7. ...,   0.   0.   0.]"
5954,9,"[ 36.   5.  14. ...,   0.   0.   0.]"
5955,7,"[ 27.  15.  13. ...,   0.   0.   0.]"
5956,9,"[ 4.  0.  1. ...,  0.  0.  0.]"
5957,10,"[ 79.  31.  22. ...,   0.   0.   0.]"
5958,4,"[ 15.   7.   6. ...,   0.   0.   0.]"
5959,3,"[ 24.   7.   9. ...,   0.   0.   0.]"
5960,7,"[ 24.   5.   4. ...,   0.   0.   0.]"
5961,4,"[ 16.   5.   5. ...,   0.   0.   0.]"
5962,8,"[ 28.   9.   9. ...,   0.   0.   0.]"
5963,9,"[ 29.  13.   8. ...,   0.   0.   0.]"
5964,10,"[ 4.  1.  1. ...,  0.  0.  0.]"
5965,5,"[ 22.   9.  10. ...,   0.   0.   0.]"
5966,4,"[ 23.   1.   6. ...,   0.   0.   0.]"
5967,9,"[ 17.   5.  10. ...,   0.   0.   0.]"
5968,3,"[ 23.  13.  12. ...,   0.   0.   0.]"
5969,10,"[ 44.  24.  11. ...,   0.   0.   0.]"
5970,4,"[ 38.   8.  12. ...,   0.   0.   0.]"
5971,3,"[ 17.   2.   7. ...,   0.   0.   0.]"
5972,1,"[ 19.   3.   7. ...,   0.   0.   0.]"
5973,3,"[ 9.  1.  2. ...,  0.  0.  0.]"
5974,10,"[ 30.  24.  16. ...,   0.   0.   0.]"
5975,9,"[ 12.   0.   6. ...,   0.   0.   0.]"
5976,2,"[ 14.   3.   2. ...,   0.   0.   0.]"
5977,1,"[ 77.  62.  20. ...,   0.   0.   0.]"
5978,8,"[ 27.   8.   7. ...,   0.   0.   0.]"
5979,10,"[ 57.  25.  11. ...,   0.   0.   0.]"
5980,2,"[ 42.   3.  13. ...,   0.   0.   0.]"
5981,9,"[ 12.   5.   6. ...,   0.   0.   0.]"
5982,6,"[ 4.  5.  5. ...,  0.  0.  0.]"
5983,7,"[ 45.   3.  10. ...,   0.   0.   0.]"
5984,2,"[ 17.   6.   5. ...,   0.   0.   0.]"
5985,2,"[ 106.   60.   32. ...,    0.    0.    0.]"
5986,3,"[ 39.   9.   6. ...,   0.   0.   0.]"
5987,3,"[ 53.  17.  11. ...,   0.   0.   0.]"
5988,5,"[ 25.   8.   4. ...,   0.   0.   0.]"
5989,9,"[ 26.  13.   9. ...,   0.   0.   0.]"
5990,9,"[ 52.  32.  13. ...,   0.   0.   0.]"
5991,3,"[ 23.   1.   6. ...,   0.   0.   0.]"
5992,10,"[ 2.  0.  0. ...,  0.  0.  0.]"
5993,2,"[ 29.  10.  13. ...,   0.   0.   0.]"
5994,5,"[ 8.  6.  3. ...,  0.  0.  0.]"
5995,3,"[ 30.  13.   7. ...,   0.   0.   0.]"
5996,3,"[ 19.   5.   7. ...,   0.   0.   0.]"
5997,3,"[ 40.   6.   5. ...,   0.   0.   0.]"
5998,5,"[ 2.  1.  2. ...,  0.  0.  0.]"
5999,8,"[ 6.  0.  2. ...,  0.  0.  0.]"
6000,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
6001,3,"[ 32.   8.   8. ...,   0.   0.   0.]"
6002,7,"[ 36.  15.  11. ...,   0.   0.   0.]"
6003,3,"[ 4.  2.  1. ...,  0.  0.  0.]"
6004,7,"[ 12.   1.   4. ...,   0.   0.   0.]"
6005,8,"[ 30.  12.   9. ...,   0.   0.   0.]"
6006,4,"[ 28.   5.   7. ...,   0.   0.   0.]"
6007,3,"[ 29.   9.   8. ...,   0.   0.   0.]"
6008,6,"[ 61.  40.  23. ...,   0.   0.   0.]"
6009,4,"[ 33.   1.  10. ...,   0.   0.   0.]"
6010,8,"[ 12.   3.   4. ...,   0.   0.   0.]"
6011,3,"[ 48.  15.  10. ...,   0.   0.   0.]"
6012,8,"[ 34.  20.  11. ...,   0.   0.   0.]"
6013,6,"[ 29.  13.  11. ...,   0.   0.   0.]"
6014,7,"[ 32.  14.   7. ...,   0.   0.   0.]"
6015,8,"[ 44.  11.   9. ...,   0.   0.   0.]"
6016,4,"[ 41.   4.  11. ...,   0.   0.   0.]"
6017,8,"[ 31.  12.   5. ...,   0.   0.   0.]"
6018,5,"[ 39.  25.  21. ...,   0.   0.   0.]"
6019,6,"[ 49.  26.  20. ...,   0.   0.   0.]"
6020,7,"[ 21.   7.  11. ...,   0.   0.   0.]"
6021,1,"[ 32.   2.   8. ...,   0.   0.   0.]"
6022,9,"[ 28.   9.  10. ...,   0.   0.   0.]"
6023,7,"[ 28.   8.   9. ...,   0.   0.   0.]"
6024,6,"[ 29.  15.  13. ...,   0.   0.   0.]"
6025,5,"[ 36.  38.  12. ...,   0.   0.   0.]"
6026,4,"[ 23.   4.   9. ...,   0.   0.   0.]"
6027,5,"[ 25.  11.  10. ...,   0.   0.   0.]"
6028,5,"[ 16.   4.   5. ...,   0.   0.   0.]"
6029,4,"[ 41.   7.   6. ...,   0.   0.   0.]"
6030,7,"[ 10.   4.   8. ...,   0.   0.   0.]"
6031,1,"[ 39.  12.  15. ...,   0.   0.   0.]"
6032,8,"[ 46.  10.  15. ...,   0.   0.   0.]"
6033,10,"[ 6.  2.  2. ...,  0.  0.  0.]"
6034,3,"[ 13.   4.   6. ...,   0.   0.   0.]"
6035,2,"[ 33.   2.   6. ...,   0.   0.   0.]"
6036,4,"[ 28.   6.  10. ...,   0.   0.   0.]"
6037,5,"[ 37.  10.   9. ...,   0.   0.   0.]"
6038,3,"[ 39.   5.  14. ...,   0.   0.   0.]"
6039,5,"[ 32.  15.  16. ...,   0.   0.   0.]"
6040,5,"[ 35.  20.  15. ...,   0.   0.   0.]"
6041,3,"[ 40.   4.  12. ...,   0.   0.   0.]"
6042,3,"[ 43.  14.   8. ...,   0.   0.   0.]"
6043,7,"[ 28.  13.  12. ...,   0.   0.   0.]"
6044,2,"[ 42.  14.  13. ...,   0.   0.   0.]"
6045,10,"[ 2.  1.  1. ...,  0.  0.  0.]"
6046,2,"[ 12.   2.   5. ...,   0.   0.   0.]"
6047,5,"[ 47.  20.  18. ...,   0.   0.   0.]"
6048,9,"[ 41.   9.   7. ...,   0.   0.   0.]"
6049,7,"[ 35.  10.  13. ...,   0.   0.   0.]"
6050,6,"[ 37.  11.  15. ...,   0.   0.   0.]"
6051,4,"[ 25.   4.   9. ...,   0.   0.   0.]"
6052,2,"[ 29.  10.  10. ...,   0.   0.   0.]"
6053,7,"[ 13.   2.   3. ...,   0.   0.   0.]"
6054,2,"[ 30.  10.  11. ...,   0.   0.   0.]"
6055,2,"[ 18.   6.   6. ...,   0.   0.   0.]"
6056,3,"[ 25.   2.   7. ...,   0.   0.   0.]"
6057,3,"[ 17.   5.   6. ...,   0.   0.   0.]"
6058,1,"[ 35.  25.   7. ...,   0.   0.   0.]"
6059,8,"[ 45.   8.  10. ...,   0.   0.   0.]"
6060,3,"[ 26.   4.   6. ...,   0.   0.   0.]"
6061,4,"[ 53.  14.  15. ...,   0.   0.   0.]"
6062,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
6063,8,"[ 24.  11.   9. ...,   0.   0.   0.]"
6064,6,"[  8.  12.   8. ...,   0.   0.   0.]"
6065,5,"[ 22.  13.  10. ...,   0.   0.   0.]"
6066,7,"[ 24.   5.   7. ...,   0.   0.   0.]"
6067,2,"[ 31.   7.   9. ...,   0.   0.   0.]"
6068,5,"[ 16.   3.   4. ...,   0.   0.   0.]"
6069,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
6070,3,"[ 10.   2.   4. ...,   0.   0.   0.]"
6071,7,"[ 36.   7.  12. ...,   0.   0.   0.]"
6072,6,"[ 12.   6.   9. ...,   0.   0.   0.]"
6073,5,"[ 16.  11.   9. ...,   0.   0.   0.]"
6074,3,"[ 17.   3.   3. ...,   0.   0.   0.]"
